uniqueID,StudyID_IDALL,Title,Country,Continent,WB.Nat.Inc.Group,WB.Group2,Intensification.actors,Actors.categories,Lead,Farmer.led,joint.outcome,overall.outcome,Latitude_Decimal_Degrees_N,Longitude _Decimal_Degrees_E,Title,Case.countries,Continent,Row_ID,Paper_ID,ID_FullText,Latitude,Longitude,Combined.ecological.social.outcome,hfp_2000,hfp_2018,hfp_av,studyID,HDI2022,HDIav,HDI1990,BackdateSDGIndex2000,SDGav,SDG2023,Country,random.effect,random.effect2,Pop1990,IneqInc2010,poverty_year,poverty_gap,poverty_severity,WB.year1,WB2017.pov.headcount.1990,WB2017.povgap.1990,WB2017.povseverity.1990,WB2017.decile20.1990,WB.year2,WB2017.pov.headcount.2000,WB2017.povgap.2000,WB2017.povseverity.2000,WB2017.decile20.2000,Equal.p0p100,Equal.p0p50,Equal.p90p100,Equal.p99p100,Equal.pall
60,106,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,27.980252,94.691135,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,49,106,49,27.980252,94.691135,Win-Mix,16.3547039,17.70656013,17.03063202,106,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
61,106,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,27.980252,94.691135,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,50,106,49,27.980252,94.691135,Win-Mix,16.3547039,17.70656013,17.03063202,106,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
62,106,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,27.980252,94.691135,"Crop and water productivity, profitability and energy consumption pattern of a maize-based crop sequence in the North Eastern Himalayan Region, India",India,Asia,51,106,49,27.980252,94.691135,Win-Mix,16.3547039,17.70656013,17.03063202,106,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
63,107,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,27.980252,94.691135,"Production potential, economic analysis and energy auditing for maize (Zea mays)-vegetable based cropping systems in Eastern Himalayan Region, Arunachal Pradesh",India,Asia,52,107,50,27.980252,94.691135,Win-Mix,16.3547039,17.70656013,17.03063202,107,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
90,195,Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,26.50277497,80.27264631,Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run,India,Asia,70,195,74,26.50277497,80.27264631,Win-Mix,38.02695084,38.02695084,38.02695084,195,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
92,195,Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,26.50277497,80.27264631,Grain legume inclusion in cereal-cereal rotation increased base crop productivity in the long run,India,Asia,72,195,74,26.50277497,80.27264631,Win-Mix,38.02695084,38.02695084,38.02695084,195,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
133,278,Weed management options for sugarcane-vegetable intercropping systems in north-western India,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,30.905,75.806,Weed management options for sugarcane-vegetable intercropping systems in north-western India,India,Asia,109,278,104,30.905,75.806,Win-Mix,32.00187302,38.00482941,35.00335122,278,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
151,309,Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas,India,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,26.475,94.8,Crop diversification for enhancing the productivity for food and nutritional security under the Eastern Himalayas,India,Asia,126,309,113,26.475,94.8,Win-Mix,11.05536747,9.324755669,10.19006157,309,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
153,320,Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.094828,73.352658,Evaluation of pearl millet (Pennisetum glaucum) and mothbean (Vigna acconitifolia) intercropping systems in hyper arid partially irrigated north-western plains zone,India,Asia,128,320,119,28.094828,73.352658,Win-Mix,38.97457886,41.80041122,40.38749504,320,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
180,388,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,21.374772,83.893241,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India",India,Asia,149,388,143,21.374772,83.893241,Win-Mix,25.1421299,28.48884964,26.81548977,388,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
201,412,Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,19.266667,76.783333,Diversification of cropping systems under assured irrigated conditions in central plateau zone of Maharashtra,India,Asia,164,412,156,19.266667,76.783333,Win-Mix,45.03717041,38.03717041,41.53717041,412,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
258,495,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,30.35132725,77.87025219,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas",India,Asia,220,495,196,30.35132725,77.87025219,Win-Mix,28.25318527,33.07574463,30.66446495,495,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
259,495,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,30.35132725,77.87025219,"Evaluation of maize-based intercropping on runoff, soil loss, and yield in foothills of the Indian sub-Himalayas",India,Asia,221,495,196,30.35132725,77.87025219,Win-Mix,28.25318527,33.07574463,30.66446495,495,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
288,528,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,22.366667,88.466667,Production potential and economic feasibility of sesame (Sesamum indicum)-based intercropping system with pulse and oilseed crops on rice fallow land,India,Asia,245,528,213,22.366667,88.466667,Win-Mix,31.79999924,33.79999924,32.79999924,528,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
293,539,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.066667,77.016667,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,254,539,218,28.066667,77.016667,Win-Mix,18.87440109,26.73987389,22.80713749,539,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
294,539,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.066667,77.016667,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,255,539,218,28.066667,77.016667,Win-Mix,18.87440109,26.73987389,22.80713749,539,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
295,539,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.066667,77.016667,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,256,539,218,28.066667,77.016667,Win-Mix,18.87440109,26.73987389,22.80713749,539,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
296,539,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.066667,77.016667,Recycling of legume residues for nitrogen economy and higher productivity in maize (Zea mays)-wheat (Triticum aestivum) cropping system,India,Asia,257,539,218,28.066667,77.016667,Win-Mix,18.87440109,26.73987389,22.80713749,539,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
318,575,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",India,Asia,LMIC,High,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,34.283333,74.533333,"Yield advantage, reciprosity functions and energy budgeting of lentil (Lens culinaris) + oat (Avena sativa) intercropping under varying row ratio and phosphorus management",India,Asia,278,575,237,34.283333,74.533333,Win-Mix,18.08660889,18.20004272,18.14332581,575,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
335,589,On-farm evaluation of dry-seeded rice cultivars and cropping systems in the semi-arid region of India,India,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,16.166667,77.2,On-farm evaluation of dry-seeded rice cultivars and cropping systems in the semi-arid region of India,India,Asia,295,589,244,16.166667,77.2,Win-Mix,17.58866119,18.5204258,18.0545435,589,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
336,589,On-farm evaluation of dry-seeded rice cultivars and cropping systems in the semi-arid region of India,India,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,16.166667,77.25,On-farm evaluation of dry-seeded rice cultivars and cropping systems in the semi-arid region of India,India,Asia,296,589,244,16.166667,77.25,Win-Mix,21.1256237,22.54414558,21.83488464,589,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
364,673,Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India,India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,28.666667,77.2,Long term effect of legume intensified crop rotations and tillage practices on productivity and profitability of maize vis-a-vis soil fertility in North-Western Indo-Gangetic Plains of India,India,Asia,320,673,"273, 274",28.666667,77.2,Win-Mix,48.96931839,46.16931534,47.56931687,673,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
29,782,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,LMIC,High,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,20.466667,84.233333,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,381,782,367,20.466667,84.233333,Win-Mix,33.21853638,37.21853638,35.21853638,782,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
30,782,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,20.466667,84.233333,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,382,782,367,20.466667,84.233333,Win-Mix,33.21853638,37.21853638,35.21853638,782,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
31,782,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,20.466667,84.233333,"Evaluation of Maize (Zea mays L.) plus Legume Intercropping System for Productivity, Profitability, Energy Budgeting and Soil Health in Hill Terraces of Eastern Himalayan Region",India,Asia,383,782,367,20.466667,84.233333,Win-Mix,33.21853638,37.21853638,35.21853638,782,0.644,0.541484848,0.434,52.2,56.8,64,India,India,Asia.India,870.452165,37.1474,1987,0.160148097,0.062031089,1987,0.967779762,0.638537054,0.448390694,0.048919292,2004,0.949222407,0.587776297,0.394419558,0.04880369,0.145,0.2027,0.344,0.1074,3087.9445
106,220,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,-6.970069,112.111381,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia",Indonesia,Asia,85,220,85,-6.970069,112.111381,Win-Mix,31.84308243,39.37158966,35.60733605,220,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
107,220,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,-6.866056,111.929733,"Soybean-maize intercropping feasibility under drought-prone area in East Java, Indonesia",Indonesia,Asia,86,220,85,-6.866056,111.929733,Win-Mix,27.26861191,34.37655258,30.82258225,220,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
117,251,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led + support by researchers,Farmer-led + researcher/extension,Farmer-led,1,Win-Mix,positive,-8.083333,112.033333,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,93,251,94,-8.083333,112.033333,Win-Mix,35.47151947,38.47151947,36.97151947,251,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
120,251,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led + support by researchers,Farmer-led + researcher/extension,Farmer-led,1,Win-Mix,positive,-8.083333,112.033333,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,96,251,94,-8.083333,112.033333,Win-Mix,35.47151947,38.47151947,36.97151947,251,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
121,251,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led + support by researchers,Farmer-led + researcher/extension,Farmer-led,1,Win-Mix,positive,-8.083333,112.033333,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,97,251,94,-8.083333,112.033333,Win-Mix,35.47151947,38.47151947,36.97151947,251,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
124,251,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,LMIC,Low,Farmer-led + support by researchers,Farmer-led + researcher/extension,Farmer-led,1,Win-Mix,positive,-8.083333,112.033333,"Performance of cassava (Manihot esculenta Crantz) based cropping systems and associated soil quality changes in the degraded tropical uplands of East Java, Indonesia",Indonesia,Asia,100,251,94,-8.083333,112.033333,Win-Mix,35.47151947,38.47151947,36.97151947,251,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
340,599,Intercropping of maize-mungbean to increase the farmer's income,Indonesia,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,-5.286306,119.569389,Intercropping of maize-mungbean to increase the farmer's income,Indonesia,Asia,297,599,246,-5.286306,119.569389,Win-Mix,31.0281105,32.12956238,31.57883644,599,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
108,765,The increase of Ultisol productivity based on intercropping cassava with peanut and soybean,Indonesia,Asia,LMIC,Low,Researcher-led (in collaboration with farmers),Researcher-led,Researcher-led,0,Win-Mix,positive,-5.060818001,105.5454186,The increase of Ultisol productivity based on intercropping cassava with peanut and soybean,Indonesia,Asia,362,765,350,-5.060818001,105.5454186,Win-Mix,23.77552414,36.72395325,30.2497387,765,0.713,0.636030303,0.526,59.4,63.3,69.4,Indonesia,Asia,Asia.SE,182.159874,25.41949,1990,0.195643145,0.08064602,1990,0.979019018,0.680203961,0.497302831,0.050411463,2000,0.966963507,0.611412125,0.414835185,0.05251229,0.2272,0.1438,0.4477,0.15,6555.987
202,413,Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment,Lebanon,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,33.833333,35.916667,Performance of wheat-based cropping systems and economic risk of low relative productivity assessment in a sub-dry Mediterranean environment,Lebanon,Asia,165,413,157,33.833333,35.916667,Win-Mix,45.90951157,46.00780487,45.95865822,413,0.723,0.743666667,0.71,60.2,62.6,63.9,Lebanon,Asia,Asia.MidE,3.5936995,20.24052,1996,0.003832727,0.001037648,1990,0.641617909,0.261589191,0.135541908,0.047641219,2011,0.549194055,0.203891947,0.098507061,0.047641219,0.26629999,0.1219,0.5107,0.2034,8562.6038
249,461,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,28.628282,82.295692,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,212,461,184,28.628282,82.295692,Win-Mix,8.894155502,9.249979019,9.072067261,461,0.601,0.504242424,0.395,48.7,58.6,67.1,Nepal,Asia,Asia.Nep.Bang,19.61653,31.91333,1984,0.23888018,0.106255824,1995,0.967006174,0.647803545,0.464605657,0.045659622,2003,0.899604765,0.556338856,0.377238951,0.037512783,0.1785,0.1759,0.4208,0.1533,2573.2133
250,461,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,28.008822,83.399987,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,213,461,184,28.008822,83.399987,Win-Mix,17.9857235,17.85267258,17.91919804,461,0.601,0.504242424,0.395,48.7,58.6,67.1,Nepal,Asia,Asia.Nep.Bang,19.61653,31.91333,1984,0.23888018,0.106255824,1995,0.967006174,0.647803545,0.464605657,0.045659622,2003,0.899604765,0.556338856,0.377238951,0.037512783,0.1785,0.1759,0.4208,0.1533,2573.2133
251,461,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,LMIC,Low,Farmer-led,Farmer-led,Farmer-led,1,Win-Mix,positive,27.788351,84.870625,Bioeconomic optimization of conservation agriculture production systems (CAPS) for smallholder tribal farmers in the hill region of Nepal,Nepal,Asia,214,461,184,27.788351,84.870625,Win-Mix,16.28488922,16.19979286,16.24234104,461,0.601,0.504242424,0.395,48.7,58.6,67.1,Nepal,Asia,Asia.Nep.Bang,19.61653,31.91333,1984,0.23888018,0.106255824,1995,0.967006174,0.647803545,0.464605657,0.045659622,2003,0.899604765,0.556338856,0.377238951,0.037512783,0.1785,0.1759,0.4208,0.1533,2573.2133
355,631,The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate,Pakistan,Asia,LMIC,Low,Researcher-led,Researcher-led,Researcher-led,0,Win-Mix,positive,31.333333,73.083333,The effect of different planting techniques on productivity and profitability of barley-lentil intercrops under semi-arid subtropical climate,Pakistan,Asia,312,631,259,31.333333,73.083333,Win-Mix,29.20330238,29.57345963,29.38838101,631,0.54,0.472545455,0.394,51.5,54.5,57,Pakistan,Asia,Asia.MidE,115.4140695,27.40815,1987,0.240472546,0.110277539,1990,0.980821039,0.697555121,0.521415735,0.047089709,2001,0.961073957,0.576563158,0.373113752,0.05515402,0.088799998,0.1631,0.4304,0.1509,5076.9698
